標題,內文,連結
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,"Kóng tio̍h che, góa tō siūⁿ tio̍h tī tiān-tâi, tiān-sī leh pò sin-bûn ê kì-chiá, in kóng ê Tâi-gí thiaⁿ tio̍h ngāi-gio̍h ngāi-gio̍h. Bē-su sī ti̍t-chiap iōng Hôa-gí su-khó liáu, chiah iōng Tâi-gí ê gí-im kóng--chhut-lâi niā-niā. Phì-lūn kóng, kì-chiá leh pò lō͘-hóng, “Jû-kó nā khó-í ê ōe, chhiáⁿ hêng-sú pa̍t tiâu lō͘. Í-siōng hō͘ lí hêng-chhia ê chham-khó.” Nā-sī bē-hiáu Hôa-gí ê lâng, hoān-sè thiaⁿ bô i leh kóng siáⁿ. Chit-kù lán nā kóng, “Nā ē-sái, lô-hoân sái pa̍t tiâu lō͘. Téng-bīn chia--ê hō͘ lí sái-chhia chò chham-khó.”  Án-ne kám sī thiaⁿ tio̍h ke khah ji̍p-hīⁿ, koh-khah chiàⁿ-pān.",https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,"Téng chi̍t-chām-á khòaⁿ Tâi-gí tiān-sī-kio̍k ê sî, ū thiaⁿ tio̍h chi̍t kù tâi-sû “the̍h lí bô-hoat”, chin bêng-hián sī ùi Hôa-gí『拿你沒辦法』ti̍t-chiap liām Tâi-gí niâ, tùi-ōe kóng ê ì-sù kap pún-té ê gí-ì, kin-pún to thiⁿ chha kah tē--ah. “The̍h lí bô-hoat” chit-kù ê ì-sù sī leh kóng bô kàu la̍t thang kā lí the̍h--khí-lâi.『拿你沒辦法』iōng Tâi-gí kóng, ài kóng chò “bô lí ê hoat”. M̄-sī kā Hôa-gí ê tōng-sû ti̍t-chiap tùi-èng chò Tâi-gí-sû, ài lia̍h kui-kù ê ì-sù kóng. Koh chhiūⁿ góa tiāⁿ-tiāⁿ tī hóe-chhia téng, thiaⁿ in hòng-sàng “Kok-ūi lú-kheh, hoan-gêng lín tah-sêng pún-chhù lia̍t-chhia……”, tī liu-lông lāi-té thiaⁿ tio̍h “Tiān-thui beh lo̍h-lâu.”; “tah-sêng”, “lo̍h-lâu” lóng m̄-sī chiàⁿ-pān ê Tâi-gí iōng-sû, nā m̄-sī bat Hôa-gí, góa siūⁿ sī thiaⁿ tio̍h chin kiān-koai.",https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,"Góa leh kà-chheh ê sî, mā tiāⁿ-tiāⁿ tú-tio̍h chit-khoán chêng-hêng. Chhiūⁿ kóng『你不要拿東西出來』, ha̍k-seng gín-á kóng “lí m̄ ài the̍h mi̍h-kiāⁿ chhut--lâi”, hāi lâng kiò-sī i bô kah-ì kā mi̍h-kiāⁿ the̍h--chhut-lâi--leh! Àn goân-pún ê ì-sù ài kóng “lí mài kā mi̍h-kiāⁿ the̍h--chhut-lâi”. Koh ū ê lāu-su, beh kiò gín-á kā thâu oa̍t--kòe-lâi, soah kóng chò “kā thâu choán--kòe-lâi”, thiaⁿ tio̍h chin-chiàⁿ sī hàiⁿ-thâu--lah, m̄ chai beh chhiò á-sī pi-ai.",https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,"Chit-má ê lâng, tek-pia̍t sī chi̍t-kóa siàu-liân-á, chēng sè-hàn tō siū Hôa-gí kàu-io̍k, kóng Hôa-gí koàn-sì, Hôa-gí kóng kah liù-liù-khì, Tâi-gí soah li-li-lak-lak. Kóng Tâi-gí tiāⁿ ē hō͘ Hôa-gí ê gí-sû kap gí-hoat thoa--khì. Tō chhin-chhiūⁿ goán sè-hàn sî beh kóng “lāu-su, i kā góa phah” , ē kóng khì『老師，他給我打』, piàn-chò i kā lâng phah ê chêng-hêng sio-kāng. Ū kóa Tâi-gí kap Hôa-gí chha bē kài chē, kóng--chhut-lâi koh ē-tàng lí-kái; chóng--sī ū kóa nā kóng--chhut-lâi, tùi Hôa-gí bô pòaⁿ-phiat--ê, hoān-sè tō siūⁿ bô--ah. Ta̍k-khoán gí-giân lóng ū ka-kī ê gí-sû kap gí-hoat, m̄-sī kan-ta choán-ōaⁿ gí-sû nā-tiāⁿ; koh bián-kóng ū tang-sî-á ē hō͘ gí-ì cháu-chhoa̍h--khì, tì-sú gō͘-hōe, phah pháiⁿ kám-chêng.",https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,"Hoān-sè ū lâng ē kóng, án-ne kám ū iàu-kín? Tong-jiân mā ū no͘h! Lán nā kóng bô hó-sè, ū ê ì-sù tio̍h ē cháu-cheng--khì. Koh nā-sī tī Tâi-gí jīn-chèng ê lêng-le̍k kiám-tēng, mā ē éng-hióng--tio̍h, te̍k-pia̍t sī kháu-gí piáu-ta̍t ê pō͘-hūn. Nā tī kàu-ha̍k ê sî-tsūn, koh-khah ài kà chiàⁿ-pān ê Tâi-gí!",https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,讀予你聽：,https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,（作者是成大台灣語文測驗中心專員；本文由成大台灣語文測驗中心提供。）,https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,註：本文使用傳統白話字，一寡字詞ê語音kap語意thang上白話字台語文網站查詢；『 』內底用華語發音。,https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,請參照【教育部漢字kap台羅合用版】此處請放上漢羅版網址,https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,"延伸閱讀：
【台語世界／錄音】台語是sím-mi̍h？——台語語源濟濟款
【台語世界／錄音】Ài台語，愛台語",https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,若欲投稿，請寄：binpotgb@gmail.com，文章字數 600-800；文章若採用，有淡薄仔稿費。,https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】Lí kóng ê Tâi-gí kám ū chiàⁿ-pān?,請上【台語世界】閱讀閣較濟相關文章。,https://www.peoplemedia.tw/news/adc1e134-ea8a-45e2-961c-27973a632e62
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,"是按怎欲揀這篇：
今年ê世大運，台灣人骨力拍拚得著真好ê成績，mā hōo lán看著真感心ê「台灣精神」。台灣一步一跤印，行上世界舞台，hām國際做厝邊。Lán beh用啥mi̍h面模kap地球村鬥陣？台灣精神ê內涵是啥？答案hōo lán做伙來tsiânn。",https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,印象內底，見pái若聽著「日本精神」tsit-ê詞，lóng感覺足正面，表示：做代誌頂真、照步來；做人守規矩、bē lām-sám、有禮數、清氣siùnn等等。我一直lóng teh想：是啥代無「中國精神」á-sī「台灣精神」tsit款詞？Kám是根本to無存在？這確實困擾我不止á久。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,"Tsit-pái咱辦「2017世界大學運動會（2017 Summer Universiade）」，hōo我tshuē著「台灣精神」ê模範--ah！Amis（Pangcah；『阿美』）族giâ重選手郭婞淳（Kueh, Hīng-sûn、族語名Tana）小姐tī五十八公斤級比賽中，m̄-nā提著冠軍，koh拍破世界記錄。",https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,Koh-khah hōo咱感心--ê有下底幾項：,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,1) 伊本身是艱苦人。單親家庭，in老母四界去做散工，日子真pháinn過，m̄-nā食穿真tshìn-tshái，徛家mā無thang固定。伊bat去tuà過a-má兜、阿舅兜、阿姨兜，mā tuà過台東縣議會，路尾去tuà tī台東大學附屬體育中學ê宿舍。Tī tsit款tsiah-nī bái ê環境--nih koh會當一直拍拚、一直拍拚，得著tsit-má tsit款世界級ê成就，thang講「點燈火無tè tshuē」，確實是台灣人ê好模範！,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,2) 忍耐無放棄。2014年伊bat hōo 141公斤ê重物teh著正pîng大腿，造成80％ ê筋肉嚴重傷害；hit-tsūn真濟人想講伊應該無法度koh再運動--ah， m̄-kú伊無放棄，牙齒根咬ân-ân，繼續拍拚。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,3) 謙虛。拍破世界記錄hit場比賽完，伊目屎kânn--leh，講：『（挺舉）142公斤是全台灣人幫我舉起來的！』Kā功勞獻hōo伊心肝內底ê台灣，mā hōo咱聽了目屎流。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,4) 會曉感恩回報。艱苦人有淡薄á錢koh肯beh回報社會，實在有夠稀罕、足有品！伊2013年就bat捐150萬買救護車、捐獎學金hōo學校；彼年里約奧運得著銅牌，有國光獎金500萬kap彰化銀行100萬獎勵金，但是教練團因為法規問題suah無獎金，伊就kā 500萬分hōo教練團。咱相信伊後壁mā koh有真濟公益計畫beh做。想看māi：Hia-ê大細聲teh搶18％ ê人beh按怎kap郭小姐比--leh？,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,5) 照顧後輩。伊bat tī 二九暝（『除夕夜』）專工tńg去學校陪伴猶teh拚勢練習ê學弟、學妹，koh提供獎學金。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,6) 提升台灣人ê自信。伊有講：『我相信這一舉可以凝聚所有國人一同重視體育項目。』M̄-nā按呢，我mā相信tsit-pái運動會已經大大提高台灣人光榮感kap自信心。台灣人上大ê問題，就是無自信。 Tsit-pái世大運應該有hōo台灣人ê自信心tshìng懸足濟。這對團結台灣、甚至促成台灣人「台灣民族」意識建立，絕對有足正面ê影響。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,"另外，楊合貞（Iûnn, Ha̍p-tsing）贏五塊金牌，kā獎金捐hōo母校台南市大灣國小；「台灣特快車」（註一）楊俊瀚（Iûnn, Tsùn-hān、族語名Futing）m̄甘kā舊釘á鞋tàn掉；講台語ê莊吉生（Tsng, Kiat-sing）為著beh替台灣拍拚，thiau-kang加入台灣籍；戴資穎（Tè, Tsu-íng）放棄參加獎金ke足濟、國際積分mā ke足懸ê世界羽毛球錦標賽，留tiàm台灣替台灣爭取金牌，koh拍公益性廣告錄影……等等，這lóng是hōo咱足感動、hōo咱流目屎ê真實故事。",https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,講到tsia，我hiông-hiông發現這應該就是咱早前欠缺ê「台灣精神」！咱ê「台灣精神」雖bóng kap「日本精神」無啥仝，但是咱ê「忍耐」、「謙虛」、「奉獻」kap「回報」已經有超過咱欣羨ê「日本精神」--ah！,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,台灣人加油！「台灣精神」加油！¡Viva Taiwan Zeitgeist!（註二）,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,讀予你聽：,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,（作者是台灣羅馬字協會創會理事長、高雄醫學大學「醫用台語」課程講師；本文由台灣羅馬字協會提供。）,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,註一：「台灣特快車」是『台灣最速男』ê台語講法。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,註二：「¡Viva Taiwan Zeitgeist!」是西班牙語ê「台灣精神萬歲！」。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,註三：本文使用教育部推薦漢字kap台羅，一寡字詞ê語音kap語意thang上教育部台灣閩南語常用詞辭典查詢；『 』內底用華語發音。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,請參照【傳統白話字版】,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,"延伸閱讀：
【台語世界／錄音】半路看--著--ê
【台語世界／錄音】紲鼓，煞鼓",https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,若欲投稿，請寄：binpotgb@gmail.com，文章字數 600-800；文章若採用，有淡薄仔稿費。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】台灣精神 Taiwan Zeitgeist,請上【台語世界】閱讀閣較濟相關文章。,https://www.peoplemedia.tw/news/82177bc8-01e8-4042-81b1-44d05c9ece33
【台語世界／錄音】半路看--著--ê,"是按怎欲揀這篇：
Tī台北車頭ê大廳塗跤坐--leh，hām朋友鬥陣ná食四秀仔ná開講，是出外人tī台北拍拚共同ê記持。無論你uì啥mih所在來，m̄免煩惱家己是愛做眠夢ê戇囝；lán用台灣人ê燒烙kap溫純包容多元，tī tsit-ê城市，路是家己行。",https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,我明明to知影禮拜暗，自強號tuì台北落南ê車單tsiânn歹拆，若無進前先訂好勢，thìng候時到日到tsiah beh去買，定著是無票占khah大面。M̄-koh mā iáu有徛票仝款ē到厝，是我家己bē-giàn niâ，姑不將「無魚，蝦mā好」，揀hit款無人sio爭beh買、逐站lóng停、gô四點半鐘久tsiah到ê莒光號來訂車單，真正是「痟kah無尾溜」。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,下晡ê會議開到4:30 ê時tsūn，辦手--ê講今仔日禮拜，人kap車lóng tsiânn kheh，叫我ài先走若無ē bē赴車pang，我就順伊ê話尾，人激hōo麻麻徛起來kā逐个講：「歹勢，我先失禮！」就走--矣。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,Bē輸用飛--ê tsông到大門口，koh真正像伊講--ê án-ne，滿天ê飛蜂hōng-hōng叫，m̄是車就是人，kiōng-beh kā路淹--去，tshian拄tshian隨ia̍t著一台計程車，看手錶仔拄好4:35。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,若kap庄跤來比，街市ê ùn-tsiàng駛車ke雄tsiânn濟，有縫就nǹg，liam-mi閃tsit爿liâm-mi閃hit爿，一睏仔久就到「東一門」落車，tann頭看壁頂ê電子鐘4:55。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,有想講時間iáu liōng-liōng，做bī是行來去賣票--ê hia，看iáu有自強號ê票thang換--無；to未行到位，就先hōo規塗跤一簇一簇ê移工tshuah一tiô，七、八个圍一个圓箍仔，sio連koh sio-suà，kā大廳鋪kah密tsiuh-tsiuh，正經揣無跤路thang hānn--過；斟酌看in ê穿插，tsiâu是少年家仔占khah大面，查某比查埔khah濟，lóng妝thānn kah媠tang-tang thia̍p跤坐tī地板，五花十色ê四秀仔囥tī圓箍仔ê中央，ná食ná講hit款我聽無ê話語，面肉有khah烏--淡-薄-仔，koh無成lán tsia庄跤ê作穡人，應該是菲律賓、印尼kap越南來ê移工，iáu有不止仔濟頭mua絲仔巾信回教ê查某人leh行來行去；我家己leh想……，in所趁ê月給tī台北kám tshit-thô ē起？拄好火車頭有冷氣、有水、koh有清氣tam-tam ê便所thang用，tuì tsia-ê散赤ê出外人來講，sio招約會、開káng真正有ha̍h，上mê角--ê是坐透久mā bē hōo人趕，khah-ke mā食好tàu sio報，愈湠愈濟。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,閃過幾若tshok ê移工陣，tsiah看著遠遠leh賣票ê窗仔口。排一kuānn人，tsiânn有規矩leh排列等拆車單，看tsit个pān勢koh舞半點鐘mā輪bē著我，koh-khah免講是想beh換票，自án-ne越頭行落去第三月台等莒光號，e-e-kheh-kheh ê旅客kā月台that kah lóng無跤路thang行，好佳哉莒光號liam-mi來--ah。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,Tī車內買徛票無位thang坐ê旅客uan-na bē少，過彰化了後，就khah有空位thang坐，人若少年iáu有氣力來徛，像我tsit款老歲仔就bē堪--得--ah。話koh講轉--來，仝hit塊椅仔坐四點半鐘，m̄管kha-tshng斗按怎徙、按怎tshiâu，mā是痠kah beh死，m̄知是pì-sù ia̍h是驚見笑ê緣故，suah bē-hiáu出喙kā買徛票huānn tī椅仔邊ê少年人講：「Lán是m̄是來sio換--一-下-仔？」，就看ē出來工業社會kan-na有科技ê文明，顛倒hōo lán人愈來愈孤ta̍k、無情，連我家己mā tuè tsit个時行leh做代誌，tsiah是hiau-hīng。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,我咒tsuā，後過若koh碰著像頂kuân所講ê代誌，我ē出招kap伊半點鐘輪一改sio換坐，kā lán人原底燒烙、溫純ê心肝koh揣--轉-來，是我上大ê ǹg望。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,獨予你聽：,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,（作者bat得著2007年阿却賞社會組小說類頭賞；本文由李江却台語文教基金會提供。）,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,註：本文使用教育部推薦漢字kap台羅，一寡字詞ê語音kap語意thang上教育部台灣閩南語常用詞辭典查詢。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,"延伸閱讀：
【移工祕密景點：北車】我在離家千里遠的北車，找到家鄉熟悉的聲音（報橘轉載One-Forty）
第一廣場，移工築起的地下社會（報導者）
關心移工權益，你ē-sái追蹤「TIWA台灣國際勞工協會ê面冊」",https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,若欲投稿，請寄：binpotgb@gmail.com，文章字數 600-800；文章若採用，有淡薄仔稿費。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】半路看--著--ê,請上【台語世界】閱讀閣較濟相關文章。,https://www.peoplemedia.tw/news/06119025-be39-463b-82c7-377ffe9f2865
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,"是按怎欲揀這篇：
本土語言ê危機，uì原住民族語認證ê程度就看ē出來；若真正beh救語言，中級認證無應該是500詞niâ。Tann，原住民族語已經是國家語言，m̄-koh beh按怎現代化、tsiânn做日常語言，生thuànn濟濟詞彙，iáu有真長ê路ài行。",https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,咱若看tsit兩冬原住民語認證放榜ê新聞稿，原民會是直品講原住民語ê學習已經釘根--落-去--ah，通過率是偌kuân tú偌kuân，連高中生teh考ê中級認證，榜首to hōo小學生提--去！M̄-koh不管是原住民電視台iah是今年8月初9 tsiah tú成立ê「Alian 96.3原住民廣播電台」，lóng teh hainn講無族語人才。Tse到底是啥物情形--leh？官方展講族語復振真成功，業界suah teh哀tshuē無人。,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,根據「原住民族語言能力認證測驗簡章」，中級認證ê範圍是「九階教材」ê第一階到第四階，也就是小學一年到小學四年teh用ê原住民語課本。通過中級認證suah tsiânn-tsò現此時原住民高中生升大學ê加分優待證明，現現初級、中級認證to小學仔三年、四年ê程度niâ。,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,Koh有，學生ê學習點鐘數是tsám-jiân無夠額。咱thang比較「歐洲共同語言參考標準（CEFR）」──學新語言beh學kah有初級程度，通常tio̍h開200點鐘；中級程度通常tio̍h開400點鐘。M̄-koh，咱目前kan-tann kā本土語言當做一个學科，m̄是做逐科ê教學語言。小學每禮拜一節四十分鐘ê族語課，讀kah小學仔四年tsiah九十六點鐘niâ。準講國中ê選修iah是社團lóng開有成，九年--落-來mā tsiah 225點鐘。M̄知是咱學生逐个lóng語言天才iah是原民會teh pûn-ke-kui？,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,"另外，原住民語認證ê基本詞彙量真正會笑破人ê tshuì。初級認證ê詞彙量300詞，中級認證tsiah 500詞niâ。英語tshìn-tshái to m̄-nā án-ne！教育部公佈ê國中小基本英語詞彙上無有1,200詞，大考中心公佈ê高中英文常用詞彙有7,000詞。原住民語欠缺現代語詞，tī tsia咱先按下。照理氣，逐款語言ê基本詞彙量應當ài beh-uá beh-uá tsiah tio̍h，是按怎咱原住民語認證ê標準會差tsiah tsē？",https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,Ah to好看頭niâ，原民會真gâu「鋪面than」。逐人lóng考會過ê原住民語中級認證kah 100 pha ê大學錄取率kám m̄是仝款ê道理？莫怪台灣原住民族語言發展學會理事長Puljaljuyan Kalevuwan會講，轉去教學現場，gín-á猶是「nga’ay ho」（註一）、猶是「maljimalji」（註二）！Kám講tse就是原民會sak族語教學十幾冬--落-來ê「成果」？,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,讀予你聽：,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,（作者是有提著台語、客語kap Pangcah族語認證證書ê台語教師；本文由成功大學台灣語文測驗中心提供。）,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,"註一：Pangcah（『阿美』）語ê「相借問」。
註二：Payuan（排灣）語，意思是「真多謝」。
註三：本文使用教育部推薦漢字kap台羅，一寡字詞ê語音kap語意thang上教育部台灣閩南語常用詞辭典查詢。",https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,請參照【傳統白話字版】,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,"延伸閱讀：
【台語世界／錄音】用族語寫公文 蔡英文：原住民轉型正義伐大步
【台語世界／錄音】你台語認證--ah buē？",https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,若欲投稿，請寄：binpotgb@gmail.com，文章字數 600-800；文章若採用，有淡薄仔稿費。,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】連小學生to考100分ê原住民語認證中級測驗,請上【台語世界】閱讀閣較濟相關文章。,https://www.peoplemedia.tw/news/729fa4c5-1dad-4d9f-ac48-18455efe733e
【台語世界／錄音】法國、越南kap韓國對語言運動者ê啟示（下）,"是按怎欲揀這篇：
「民主」kap「人權」是咱台灣行上世界舞台，上顯目ê兩塊kha̋ng-páng；所致，咱leh推sak、保護在地母語ê語言人權ê時，mā m̄-thang kā民主程序放hōo去。按怎tī政治現實下，揣著語言復振ê路，是語言運動者ài面對ê重大挑戰。",https://www.peoplemedia.tw/news/33859498-a24a-4f1a-ad71-ac066c2c8522
【台語世界／錄音】法國、越南kap韓國對語言運動者ê啟示（下）,（紲頂篇）越南文羅馬字（國語字）tī 16世紀發明了後，經過300冬ê發展，一直到19世紀中期，to猶原是天主教會內底teh使用niā-niā；是法國tī 1858年占越南了後，tsiah沓沓仔開始鼓勵越南人使用國語字--ê。Tī tsit个中間，法國殖民政府除了tī公文、證件頂懸用國語字，南越總督甚至koh bat將會曉國語字訂做官員升等ê條件，就是因為按呢，越南國語字tsiah開始khah普及--ê。總--是，咱毋好誤會講越南獨立ê時，越南國語字就足時行--ah。無--lah！1945年越南革命ê時，in國有超過九成ê人是青盲牛neh，koh加上獨立了後ê北越政權，基本上是獨裁ê體制，tsit兩个條件相配合：第一，九成ê人啥mih字to毋捌，對文字系統無成見；加上第二，政策上有獨裁體制，政府講啥就是啥，無需要顧慮反對ê意見，m̄-tsiah ē-tàng一睏（tsi̍t-khùn）就將羅馬字普及，完全排除漢字。,https://www.peoplemedia.tw/news/33859498-a24a-4f1a-ad71-ac066c2c8522
